chunk_id,source_title,source_url,chunk_index,chunk_text
7157c087-bd28-470f-9e96-34358d21f202,Optional Practical Training (OPT) for F-1 Students,https://www.uscis.gov/working-in-the-united-states/students-and-exchange-visitors/optional-practical-training-opt-for-f-1-students,0,"ALERT: Please remember that photos submitted to USCIS must be unmounted and unretouched. Unretouched means the photos must not be edited or digitally enhanced. The submission of any mounted or retouched images will delay the processing of your application and may prompt USCIS to require you to visit an Application Support Center to verify your identity. Optional practical training (OPT) is temporary employment that is directly related to an F-1 student’s major area of study. Eligible students can apply to receive up to 12 months of OPT employment authorization before completing their academic studies (pre-completion) and/or after completing their academic studies (post-completion). However, all periods of pre-completion OPT will be deducted from the available period of post-completion OPT. All OPT must be directly related to your major area of study. If you are an F-1 student, you may be eligible to participate in OPT in two different ways: Pre-completion OPT : You may apply to participate in pre-completion OPT after you have been lawfully enrolled on a full-time basis for one full academic year at a college, university, conservatory, or seminary that has been certified by the U.S. Immigration and Customs Enforcement (ICE) Student and Exchange Visitor Program (SEVP) to enroll F-1 students. You do not need to have had F-1 status for the one full academic year; you can satisfy the “one full academic year” requirement even if you had another nonimmigrant status during that time. If you are authorized to participate in pre-completion OPT, you may work (20 hours or less per week) while school is in session. You may work full time when school is not in session. Post-completion OPT : You may apply to participate in post-completion OPT after completing your studies. If you are authorized for post-completion OPT, you must work part time (at least 20 hours per week) or full time. Impact of Pre-completion OPT Employment Authorization on Requests for Post-completion OPT at the Same Education Level If you have already received 1 year of part-time (20 hours per week) pre-completion OPT, the total time of full-time OPT still available would be reduced by 6 months, 50% of the previously authorized year at the same education level. In this scenario, you would only be entitled to a remaining period of 6 months full-time post-completion OPT employment authorization. If you have already received 1 year of full-time (40 hours per week) pre-completion OPT, the total"
1c72da23-3b9c-4ba3-b5af-14df7d352494,Optional Practical Training (OPT) for F-1 Students,https://www.uscis.gov/working-in-the-united-states/students-and-exchange-visitors/optional-practical-training-opt-for-f-1-students,1,"Same Education Level If you have already received 1 year of part-time (20 hours per week) pre-completion OPT, the total time of full-time OPT still available would be reduced by 6 months, 50% of the previously authorized year at the same education level. In this scenario, you would only be entitled to a remaining period of 6 months full-time post-completion OPT employment authorization. If you have already received 1 year of full-time (40 hours per week) pre-completion OPT, the total time of full-time optional practical training still available would be reduced by 1 year, 100% of the previously authorized year at the same education level. In this scenario, you would not be entitled to any period of post-completion OPT employment authorization. If you have earned a degree in certain Science, Technology, Engineering and Mathematics (STEM) fields, you may apply for a 24-month extension of your post-completion OPT employment authorization if you: Are an F-1 student who received a STEM degree included on the STEM Designated Degree Program List (PDF) ; Are employed by an employer who is enrolled in and is using E-Verify; and Received an initial grant of post-completion OPT employment authorization based on your STEM degree. If you are interested in applying for a STEM OPT extension, please see our Optional Practical Training Extension for STEM Students (STEM OPT) page for more information. Request that your designated school official (DSO) at your academic institution recommend the OPT. Your DSO will make the recommendation by endorsing your Form I‑20, Certification of Eligibility for Nonimmigrant Student Status, and making the appropriate notation in the Student and Exchange Visitor Information System (SEVIS) . Properly file Form I-765, Application for Employment Authorization with USCIS, accompanied by the required fee and the supporting documentation as described in the form instructions. Must apply after your DSO enters the recommendation for OPT into your SEVIS record, and May apply up to 90 days before you complete a full academic year, as long as you do not start OPT employment until you complete one full academic year. Must apply after your DSO enters the recommendation for OPT into your SEVIS record, and Must apply within 30 days after your DSO enters the recommendation for OPT into your SEVIS record, and May apply up to 90 days before you complete your degree, but no later than 60 days after you complete your degree. Must apply after your"
c950e3de-c4ca-4bc1-a46c-af19fbef4d07,Optional Practical Training (OPT) for F-1 Students,https://www.uscis.gov/working-in-the-united-states/students-and-exchange-visitors/optional-practical-training-opt-for-f-1-students,2,"complete a full academic year, as long as you do not start OPT employment until you complete one full academic year. Must apply after your DSO enters the recommendation for OPT into your SEVIS record, and Must apply within 30 days after your DSO enters the recommendation for OPT into your SEVIS record, and May apply up to 90 days before you complete your degree, but no later than 60 days after you complete your degree. Must apply after your DSO enters the recommendation for OPT into your SEVIS record, and Must apply within 60 days after your DSO enters the recommendation for OPT into your SEVIS record, and May apply up to 90 days before your current OPT employment authorization expires. Must apply after your DSO enters the recommendation for OPT into your SEVIS record, and May apply up to 90 days before you complete a full academic year, as long as you do not start OPT employment until you complete one full academic year. Must apply after your DSO enters the recommendation for OPT into your SEVIS record, and Must apply within 30 days after your DSO enters the recommendation for OPT into your SEVIS record, and May apply up to 90 days before you complete your degree, but no later than 60 days after you complete your degree. You may not begin your pre- or post-completion OPT until after we approve your Form I-765 and you receive your Employment Authorization Document (EAD). If you file your STEM OPT extension application on time and your OPT period expires while your extension application is pending, we will automatically extend your employment authorization for 180 days. This automatic 180-day extension ceases once USCIS adjudicates your STEM OPT extension application. Transferring to a Different School or Beginning Study at Another Educational Level If you transfer to another school or begin studies at another educational level (for example, you completed a bachelor’s degree and are starting a master’s program), your authorization to engage in OPT employment will automatically terminate. SEVP will inform USCIS of the termination date, and USCIS will terminate your EAD accordingly. Although your authorization to engage in optional practical training will end, as long as you comply with all requirements for maintaining your student status, your F-1 status will not be affected by USCIS terminating your EAD. Maintaining your student status includes not working on a terminated EAD, as"
6886cf6c-9f31-471f-b893-4abec5c98a5b,Optional Practical Training (OPT) for F-1 Students,https://www.uscis.gov/working-in-the-united-states/students-and-exchange-visitors/optional-practical-training-opt-for-f-1-students,3,"degree and are starting a master’s program), your authorization to engage in OPT employment will automatically terminate. SEVP will inform USCIS of the termination date, and USCIS will terminate your EAD accordingly. Although your authorization to engage in optional practical training will end, as long as you comply with all requirements for maintaining your student status, your F-1 status will not be affected by USCIS terminating your EAD. Maintaining your student status includes not working on a terminated EAD, as the termination means that you are no longer authorized to work in the United States using that OPT EAD. Working in the United States without authorization has serious consequences, including removal from the country and reentry bars. Also, remaining in the United States in violation of your lawful nonimmigrant status could lead to an accrual of unlawful presence. Please see USCIS Changing Policy on Accrued Unlawful Presence by Nonimmigrant Students and Exchange Visitors for more information regarding termination of your employment authorization under OPT and any impacts on your student status, including the possible accrual of unlawful presence. If you feel that your EAD has been wrongfully terminated, would like to request reconsideration of the EAD termination, or if you have other questions, see your DSO. Cap-gap Extension for F-1 Students with Approved H-1B Petitions If you are an F-1 student with a timely filed H-1B petition and change of status request, and your F-1 status and employment authorization will expire before the change of status to H-1B occurs (typically Oct. 1), you may be eligible for a cap-gap extension. Go to our Cap-Gap Extension page for more information. For more information, please see the USCIS Policy Manual ."
81cb19f8-b62e-459a-88ee-819426efc660,Optional Practical Training Extension for STEM Students (STEM OPT),https://www.uscis.gov/working-in-the-united-states/students-and-exchange-visitors/optional-practical-training-extension-for-stem-students-stem-opt,0,"ALERT: Please remember that photos submitted to USCIS must be unmounted and unretouched. Unretouched means the photos must not be edited or digitally enhanced. The submission of any mounted or retouched images will delay the processing of your application and may prompt USCIS to require that you appear at an Applicant Support Center to verify your identity. Certain F-1 students who receive science, technology, engineering, and mathematics (STEM) degrees may apply for a 24-month extension of their post-completion optional practical training (OPT). To qualify for the 24-month extension, you must: Have been granted OPT and currently be in a valid period of post-completion OPT; Have earned a bachelor’s, master’s, or doctoral degree from a school that is accredited by a U.S. Department of Education-recognized accrediting agency and is certified by the Student and Exchange Visitor Program (SEVP) at the time you submit your STEM OPT extension application. NOTE: Previously obtained STEM degrees : If you are an F-1 student participating in a 12-month period of post-completion OPT based on a non-STEM degree, you may be eligible to use a previous STEM degree from a U.S. institution of higher education to apply for a STEM OPT extension. You must have received both degrees from currently accredited and SEVP-certified institutions, and cannot have already received a STEM OPT extension based on this previous degree. The practical training opportunity also must be directly related to the previously obtained STEM degree. For example, if the student is currently participating in OPT based on a non-STEM degree, but previously received a bachelor’s degree in a degree program that appears on the current DHS STEM Designated Degree Program List , the student may be able to apply for a STEM OPT extension based on the bachelor’s degree as long as it is from an accredited U.S. college or university and the OPT employment opportunity is directly related to the bachelor’s STEM degree. NOTE: STEM degrees you obtain in the future : If you enroll in a new academic program in the future and earn another qualifying STEM degree at a higher educational level, you may be eligible for one additional 24-month STEM OPT extension. For example: If you receive a 24-month STEM OPT extension based on a qualifying bachelor’s degree and you later earn a qualifying master’s degree, you may apply for an additional 24-month STEM OPT extension based on your master’s degree. NOTE: Previously obtained"
6dfd3133-e2b3-4457-b08e-0570c0f35943,Optional Practical Training Extension for STEM Students (STEM OPT),https://www.uscis.gov/working-in-the-united-states/students-and-exchange-visitors/optional-practical-training-extension-for-stem-students-stem-opt,1,"obtain in the future : If you enroll in a new academic program in the future and earn another qualifying STEM degree at a higher educational level, you may be eligible for one additional 24-month STEM OPT extension. For example: If you receive a 24-month STEM OPT extension based on a qualifying bachelor’s degree and you later earn a qualifying master’s degree, you may apply for an additional 24-month STEM OPT extension based on your master’s degree. NOTE: Previously obtained STEM degrees : If you are an F-1 student participating in a 12-month period of post-completion OPT based on a non-STEM degree, you may be eligible to use a previous STEM degree from a U.S. institution of higher education to apply for a STEM OPT extension. You must have received both degrees from currently accredited and SEVP-certified institutions, and cannot have already received a STEM OPT extension based on this previous degree. The practical training opportunity also must be directly related to the previously obtained STEM degree. For example, if the student is currently participating in OPT based on a non-STEM degree, but previously received a bachelor’s degree in a degree program that appears on the current DHS STEM Designated Degree Program List , the student may be able to apply for a STEM OPT extension based on the bachelor’s degree as long as it is from an accredited U.S. college or university and the OPT employment opportunity is directly related to the bachelor’s STEM degree. For example, if the student is currently participating in OPT based on a non-STEM degree, but previously received a bachelor’s degree in a degree program that appears on the current DHS STEM Designated Degree Program List , the student may be able to apply for a STEM OPT extension based on the bachelor’s degree as long as it is from an accredited U.S. college or university and the OPT employment opportunity is directly related to the bachelor’s STEM degree. NOTE: STEM degrees you obtain in the future : If you enroll in a new academic program in the future and earn another qualifying STEM degree at a higher educational level, you may be eligible for one additional 24-month STEM OPT extension. For example: If you receive a 24-month STEM OPT extension based on a qualifying bachelor’s degree and you later earn a qualifying master’s degree, you may apply for an additional 24-month STEM OPT"
d4cc5b3f-b8bb-402a-8ce5-1a43b289d9b8,Optional Practical Training Extension for STEM Students (STEM OPT),https://www.uscis.gov/working-in-the-united-states/students-and-exchange-visitors/optional-practical-training-extension-for-stem-students-stem-opt,2,"to the bachelor’s STEM degree. NOTE: STEM degrees you obtain in the future : If you enroll in a new academic program in the future and earn another qualifying STEM degree at a higher educational level, you may be eligible for one additional 24-month STEM OPT extension. For example: If you receive a 24-month STEM OPT extension based on a qualifying bachelor’s degree and you later earn a qualifying master’s degree, you may apply for an additional 24-month STEM OPT extension based on your master’s degree. For example: If you receive a 24-month STEM OPT extension based on a qualifying bachelor’s degree and you later earn a qualifying master’s degree, you may apply for an additional 24-month STEM OPT extension based on your master’s degree. Work for an employer who meets all the requirements listed below in the STEM OPT Employer Responsibilities section; and Submit the Form I-765, Application for Employment Authorization , up to 90 days before your current OPT employment authorization expires, and within 60 days of the date your designated school official (DSO) enters the recommendation for OPT into your Student and Exchange Visitor Information System (SEVIS) record. To apply for an extension, you must properly file: Form I-765 with The correct application fee; Your employer’s name as listed in E-Verify, and Your employer’s E-Verify Company Identification Number or valid E-Verify Client Company Identification Number Your employer’s name as listed in E-Verify, and Your employer’s E-Verify Company Identification Number or valid E-Verify Client Company Identification Number Form I-20, Certificate of Eligibility for Nonimmigrant Student Status, endorsed by your DSO within the last 60 days; and If you file your STEM OPT extension application on time and your OPT period expires while your extension application is pending, we will automatically extend your employment authorization for 180 days. This automatic 180-day extension ceases once USCIS adjudicates your STEM OPT extension application. If you receive a STEM OPT extension, you must: Report changes to the following information to your DSO within 10 days of the change, specifically: Your legal name; Your residential or mailing address; Your email address; Your employer’s name; and Your employer’s address. Report to your DSO every 6 months to confirm the information listed above, even if none of your information has changed. For more information, please refer to the USCIS Policy Manual and the DHS STEM OPT Hub . You may be unemployed during your OPT"
b5760ee7-43dc-4849-8d1a-349a2c593509,Optional Practical Training Extension for STEM Students (STEM OPT),https://www.uscis.gov/working-in-the-united-states/students-and-exchange-visitors/optional-practical-training-extension-for-stem-students-stem-opt,3,"must: Report changes to the following information to your DSO within 10 days of the change, specifically: Your legal name; Your residential or mailing address; Your email address; Your employer’s name; and Your employer’s address. Report to your DSO every 6 months to confirm the information listed above, even if none of your information has changed. For more information, please refer to the USCIS Policy Manual and the DHS STEM OPT Hub . You may be unemployed during your OPT period for a limited number of days. If you are an employer who wants to provide a practical training opportunity to a STEM OPT student during their extension, you must: Be enrolled in E-Verify, as evidenced by either a valid E-Verify company identification number or, if the employer is using an employer agent to create its E-Verify cases, a valid E-Verify client company identification number. Remain a participant in good standing with E-Verify, as determined by USCIS. Have a valid Employer Identification Number (EIN) issued by the IRS for tax purposes; Report material changes of the STEM OPT student’s employment by submitting a modified Form I-983 to the DSO at the earliest available opportunity. Report the STEM OPT student’s termination of employment or departure to the DSO within 5 business days. Implement a formal training program to build on the student’s academic learning through practical experience; and Provide an OPT opportunity that is commensurate with those of similarly situated U.S. workers in duties, hours, and compensation. Terms and Conditions for Employer Participation To ensure the integrity of the program and provide safeguards for U.S. workers, any employer wishing to employ a student participating in the STEM OPT extension program must ensure that: The employer will have and maintain a bona fide employer-employee relationship with the student. The employer has sufficient resources and personnel available to provide appropriate training in connection with the specified opportunity at the location(s) specified in the Form I-983, Training Plan for STEM OPT Students. The STEM OPT student will not replace a full- or part-time, temporary or permanent U.S. worker; and The training opportunity will assist the student in attaining his or her training goals. DHS may, at its discretion, conduct a site visit of the employer to ensure that program requirements are being met, including that the employer possesses and maintains the ability, personnel, and resources to provide structured and guided work-based learning experiences consistent"
fc64485d-1073-4a53-aaa1-7b8f9f360de0,Optional Practical Training Extension for STEM Students (STEM OPT),https://www.uscis.gov/working-in-the-united-states/students-and-exchange-visitors/optional-practical-training-extension-for-stem-students-stem-opt,4,"Form I-983, Training Plan for STEM OPT Students. The STEM OPT student will not replace a full- or part-time, temporary or permanent U.S. worker; and The training opportunity will assist the student in attaining his or her training goals. DHS may, at its discretion, conduct a site visit of the employer to ensure that program requirements are being met, including that the employer possesses and maintains the ability, personnel, and resources to provide structured and guided work-based learning experiences consistent with the training plan. As noted above, to be eligible to employ a STEM OPT student, an employer must have and maintain a bona fide employer-employee relationship with the student. The employer must attest to this fact by signing the Form I-983, Training Plan for STEM OPT Students. To establish a bona fide relationship, the employer may not be the student’s “employer” in name only, nor may the student work for the employer on a “volunteer” basis. Moreover, the employer that signs the Form I-983 must be the same entity that provides the practical training experience to the student. An employer must have sufficient resources and trained or supervisory personnel available to provide appropriate training in connection with the specified training opportunity at the location(s) where the student’s practical training experience will take place, as specified in the Form I-983. The “personnel” who may provide and supervise the training experience may be either employees of the employer, or contractors who the employer has directly retained to provide services to the employer; they may not, however, be employees or contractors of the employer’s clients or customers. Additionally, under no circumstances would another F-1 student with OPT or a STEM OPT extension (who is undergoing training in their own right) be qualified to train another F-1 student with a STEM OPT extension. While employers may rely on their existing training programs or policies to satisfy the requirements relating to performance evaluation and oversight and supervision, the student’s Training Plan must nevertheless be customized for the individual student. For instance, every Training Plan must describe the direct relationship between the STEM OPT opportunity and the student’s qualifying STEM degree, as well as the relationship between the STEM OPT opportunity and the student’s goals and objectives for work-based learning. Moreover, a STEM OPT employer may not assign, or otherwise delegate, its training responsibilities to a non-employer third party (such as a client/customer of the"
9aa1355a-34c9-48d5-bb1d-bfec1b3faa29,Optional Practical Training Extension for STEM Students (STEM OPT),https://www.uscis.gov/working-in-the-united-states/students-and-exchange-visitors/optional-practical-training-extension-for-stem-students-stem-opt,5,"oversight and supervision, the student’s Training Plan must nevertheless be customized for the individual student. For instance, every Training Plan must describe the direct relationship between the STEM OPT opportunity and the student’s qualifying STEM degree, as well as the relationship between the STEM OPT opportunity and the student’s goals and objectives for work-based learning. Moreover, a STEM OPT employer may not assign, or otherwise delegate, its training responsibilities to a non-employer third party (such as a client/customer of the employer, employees of the client/customer, or contractors of the client/customer). As noted above, DHS, at its discretion, may conduct a site visit of any STEM OPT employer to ensure that the employer possesses and maintains the ability and resources to provide structured and guided work-based learning experiences consistent with the Form I-983. See 8 C.F.R. 214.2(f)(10)(ii)(C)(11). Consistent with this provision, during a site visit, DHS may verify that the employer that signs Form I-983 is the same entity that provides the practical training experience to the student and ensure compliance. For ICE to effectively conduct these site visits as part of its oversight responsibilities, it is important that employers report any change in a student’s employment address. As indicated above, the employer and student must report such a material change by submitting a modified Form I-983 to the DSO at the earliest available opportunity. The Employer’s Training Obligation: Staffing and Temporary Agencies Staffing and temporary agencies and consulting firms may seek to employ students under the STEM OPT program, but only if they will be the entity that provides the practical training experience to the student and they have and maintain a bona fide employer-employee relationship with the student. STEM OPT participants may engage in a training experience that takes place at a site other than the employer’s principal place of business as long as all of the training obligations are met, including that the employer has and maintains a bona fide employer-employee relationship with the student. Certain types of arrangements, including multiple employer arrangements, sole proprietorships, employment through ‘‘temp’’ agencies, employment through consulting firm arrangements that provide labor for hire, and other similar relationships may not be able to demonstrate a bona fide employer-employee relationship and, therefore, may not meet the requirements of the STEM OPT extension. As part of the STEM OPT extension, employers must complete the appropriate parts of Form I-983, Training Plan for STEM OPT Students."
